title,subtitle,author,publisher,genre,width,color,bookcase,compartment
Praxis Sprache 7,,,Westermann,School,,"[0.0006684651562537303, 0.7172153651490916, 0.002077016735502662, 0.026953470050373626, 4.774751116098073e-05, 0.2520352376632368, 0.0010026977343805955, 0.0]",HL-1,
Das Rentiervolk,,Megan Lindhorn,Heyne,Roman,,"[0.008742434431741762, 0.24428379287155347, 0.7415564522154973, 0.00040162893222745274, 0.0, 0.0, 0.0008406186953597848, 0.004175072853620265]",HL-1,
Moderne türkische Erzählungen,,,dtv zweisprachig,History,,"[0.011881424814726272, 0.39727468324169257, 0.07377480277312934, 0.004661726033946928, 0.006669854171647143, 0.5057375089648578, 0.0, 0.0]",HL-1,
Schwere Entscheidung für Astrid,,Diessel,GJB,Roman,,"[0.0006399104125422441, 0.04713340132381467, 0.9519267302577639, 0.00017997480352750615, 7.998880156778051e-05, 1.999720039194513e-05, 0.0, 1.999720039194513e-05]",HL-1,
Beruf aktuell 2002/2003,,,Bundesanstalt für Arbeit,Advices,,"[0.01391047933460472, 0.8764082757736502, 0.10954502476001218, 0.00013622013173288032, 0.0, 0.0, 0.0, 0.0]",HL-1,
Die Outsider,,Susan E. Hinton,dtv junior,Roman,,"[0.0, 0.07057843953568105, 0.192911136144716, 0.0, 0.0, 0.00013061011248795937, 0.7359063525493461, 0.00047346165776885273]",HL-1,
Kleine Madonna,,Theodor Kröger,,Roman,,"[1.2821663482620236e-05, 0.0017052812431884914, 0.9736386598797327, 0.02464323721359609, 0.0, 0.0, 0.0, 0.0]",HL-1,
Der Eindring- ling,,Hortense Galisher,,Roman,,"[0.012327763975434324, 0.20670569260558794, 0.0097040707678346, 0.7712624726511431, 0.0, 0.0, 0.0, 0.0]",HL-1,
Die Phaspsodien von der Freude,,P.Steinmüller,,Roman,,"[0.0017950921416976988, 0.11035997326458512, 0.8743053566313377, 0.013539577962379453, 0.0, 0.0, 0.0, 0.0]",HL-1,
Stufen,,Christian Morgenstern,,Roman,,"[0.00017966363842302193, 0.0005389909152690659, 0.9991329276580454, 0.0001484177882624964, 0.0, 0.0, 0.0, 0.0]",HL-1,
Ein ausgesprochen nettes Tier,,Riehl,,Roman,,"[0.02378156667202831, 0.5655299983915072, 0.3487373331188676, 0.06192697442496381, 0.0, 0.0, 0.0, 2.4127392633102783e-05]",HL-1,
Kleine Welt im Tessin,,Kathrin Rüegg,,Roman,,"[0.0167282060518732, 0.8853115994236311, 0.09372748559077809, 0.004232708933717579, 0.0, 0.0, 0.0, 0.0]",HL-1,
Die Frauen des Hauses Wu,,Pearl S. Buck,,Roman,,"[2.8661179006259602e-05, 0.0040584229472863595, 0.9950530805035196, 0.0008541031343865361, 0.0, 0.0, 5.73223580125192e-06, 0.0]",HL-1,
Nicht ohne meine Mutter,Erfahrungen,Meral Al-Mer,Bastei Lübbe,Roman,,"[0.0003298539846361344, 0.06213716061690025, 0.9375183252213687, 0.0, 7.330088547469653e-06, 7.330088547469653e-06, 0.0, 0.0]",HL-1,
Furcht und Mitleid,,Alice Ecker- Rotholz,,Roman,,"[0.00014276754893612683, 0.10349117645559164, 0.8963558583134054, 0.0, 5.098841033433101e-06, 0.0, 0.0, 5.098841033433101e-06]",HL-1,
Glück unter dem Regenbogen,,Bela,,Roman,,"[0.030624480551202583, 0.9405591965435639, 0.02765529536413757, 0.0011483387155101859, 0.0, 0.0, 6.3444127928739555e-06, 6.3444127928739555e-06]",HL-1,
Wagner,,A.C.H.Smith,Heyne,Roman,,"[0.037230260667226844, 0.9284019243021635, 0.03428471177019178, 7.386956481592628e-05, 0.0, 0.0, 0.0, 9.233695601990785e-06]",HL-1,
Der Efeubaum,,Mary Stewart,Heyne,Roman,,"[0.0, 0.07910753834796161, 0.9208924616520384, 0.0, 0.0, 0.0, 0.0, 0.0]",HL-1,
Die Quints,,Christine Brückner,,Roman,,"[0.002005370705452534, 0.9022439406686874, 0.0, 0.0, 0.00016135166595595098, 0.0754549540724008, 0.020134382887503313, 0.0]",HL-1,
Da wir uns Lieben,,Marie Louise Fischer,Heyne,Roman,,"[0.0, 0.006471457235464027, 0.993528542764536, 0.0, 0.0, 0.0, 0.0, 0.0]",HL-1,
Ein langer Sommer,,Alfred Coppel,G,Roman,,"[0.0214062409540902, 0.826550107103572, 0.1416951311295085, 0.0001881549238696231, 2.8946911364557403e-05, 0.0, 0.010102472066230533, 2.8946911364557403e-05]",HL-1,
